name,count,changed,beforeNorm,afterNorm,deltaNorm,maxAbsDelta,beforeFinite,afterFinite
roberta.encoder.layer.5.attention.self.query.weight,589824,589764,52.795332520683544,52.795450833655174,0.017114816599797578,8.72984528541565e-05,True,True
roberta.encoder.layer.5.attention.self.value.bias,768,768,0.48518936174623595,0.4850989698346748,0.0013697127254585523,9.931623935699463e-05,True,True
roberta.encoder.layer.5.attention.self.value.weight,589824,589799,39.40915483996812,39.40920919522625,0.027389622489092186,0.00010141544044017792,True,True
roberta.encoder.layer.5.intermediate.dense.bias,3072,3072,5.960143181739939,5.9601998966904475,0.0023398022337450977,9.555183351039886e-05,True,True
roberta.encoder.layer.5.intermediate.dense.weight,2359296,2359194,82.32257823913368,82.32267196356877,0.0450565345528461,0.00010170787572860718,True,True
roberta.encoder.layer.5.output.LayerNorm.bias,768,768,1.469334567224201,1.469311890096116,0.0015441337882124574,9.705126285552979e-05,True,True
roberta.encoder.layer.5.output.LayerNorm.weight,768,768,20.322421355911047,20.322354663284706,0.0011908321777299791,9.79304313659668e-05,True,True
roberta.encoder.layer.5.output.dense.bias,768,768,1.9786750254533227,1.9788051330224377,0.0014989530148478045,9.551644325256348e-05,True,True
roberta.encoder.layer.5.output.dense.weight,2359296,2359254,63.37639803363463,63.37639195152227,0.062157798562451995,0.00010323524475097656,True,True
roberta.encoder.layer.6.attention.output.LayerNorm.bias,768,768,2.6613019574321077,2.661013734921161,0.0015364889468270396,9.698420763015747e-05,True,True
roberta.encoder.layer.6.attention.output.LayerNorm.weight,768,766,22.557537491477962,22.557562198723144,0.001233299940386274,9.953975677490234e-05,True,True
roberta.encoder.layer.6.attention.output.dense.bias,768,768,1.9508478841526722,1.950864359685772,0.0015277909295790344,9.764742571860552e-05,True,True
roberta.encoder.layer.6.attention.output.dense.weight,589824,589815,33.81167332248308,33.81175464938484,0.03270718848512893,0.00010141078382730484,True,True
roberta.encoder.layer.6.attention.self.key.bias,768,768,0.2309373756342437,0.23093725550910765,7.406377817744931e-07,1.564621925354004e-07,True,True
roberta.encoder.layer.6.attention.self.key.weight,589824,589790,50.96342967032191,50.96336926236271,0.02022449281322913,9.438768029212952e-05,True,True
roberta.encoder.layer.6.attention.self.query.bias,768,768,2.2180563200260788,2.2181122272233873,0.0009254140388113234,8.341111242771149e-05,True,True
roberta.encoder.layer.6.attention.self.query.weight,589824,589777,52.770950966099115,52.770885395584166,0.020736175122667,9.279698133468628e-05,True,True
roberta.encoder.layer.6.attention.self.value.bias,768,768,0.4898645021778755,0.4898709750246369,0.00153929588980137,9.812694042921066e-05,True,True
roberta.encoder.layer.6.attention.self.value.weight,589824,589809,38.549839584548344,38.54986906162765,0.030499847768275745,0.00010151974856853485,True,True
roberta.encoder.layer.6.intermediate.dense.bias,3072,3072,6.600167251735913,6.600016845997412,0.002454215033072324,9.768828749656677e-05,True,True
roberta.encoder.layer.6.intermediate.dense.weight,2359296,2359188,86.24761329139331,86.24739211994462,0.04850997744278535,0.00010251998901367188,True,True
roberta.encoder.layer.6.output.LayerNorm.bias,768,768,1.3303647388497928,1.3303147996904587,0.0015963156374682378,9.982846677303314e-05,True,True
roberta.encoder.layer.6.output.LayerNorm.weight,768,768,20.489422009193333,20.48946708886039,0.0012382069530887613,0.00010025501251220703,True,True
roberta.encoder.layer.6.output.dense.bias,768,768,1.716585604969686,1.716572562508675,0.0015884614043035702,9.937584400177002e-05,True,True
roberta.encoder.layer.6.output.dense.weight,2359296,2359247,66.67033698504324,66.67041926924722,0.06785106403838603,0.00010323524475097656,True,True
roberta.encoder.layer.7.attention.output.LayerNorm.bias,768,768,2.312459761973202,2.31240073770531,0.0015535792195571223,9.883195161819458e-05,True,True
roberta.encoder.layer.7.attention.output.LayerNorm.weight,768,767,23.152170186893613,23.152181623189552,0.0012269429826700345,0.00010073184967041016,True,True
roberta.encoder.layer.7.attention.output.dense.bias,768,768,1.827508864372481,1.8274957763826,0.0015709035334089824,9.942054748535156e-05,True,True
